user_id,canvasFingerprint,colorDepth,deviceMemory,hardwareConcurrency,language,platform,screenResolution,timezone,touchSupport,webglFingerprint,ip_address
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.14
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.18
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.12
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.4
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.20
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.10
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.8
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.13
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.14
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.12
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.16
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.12
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.5
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.7
user_4,"data:image/png;base64,HFABCLOXNIXCPEGUKMCRBNTDXXBQLQTCIZZTZMHYPFUHUWWOZZ",32,2,2,en-US,Linux x86_64,3440x1440,Europe/London,0,webgl_127,192.168.0.125
user_1,"data:image/png;base64,ASYGLIYMYAPFSFLPTIRPNGJRDGDGZAAAQKCPALPSDGRUPELEXL",16,4,4,fr-FR,Linux x86_64,3440x1440,Asia/Tokyo,0,webgl_911,192.168.0.238
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.1
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.11
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.11
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.16
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.15
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.15
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.11
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.16
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.10
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.20
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.1
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.17
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.18
user_1,"data:image/png;base64,LQJJFDPINZZJHGNZQBJAHKROTNUGBRXPWVUQUEMJBSPTWTQDDP",32,4,16,en-GB,Win32,1920x1080,America/New_York,1,webgl_561,192.168.0.250
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.19
user_2,"data:image/png;base64,AGXAVTJTRWPTAZRFZGXEPDJMVUMYGWKGMJIEDDGHUDQHPFABNN",24,2,12,en-GB,Win32,2560x1440,America/New_York,0,webgl_261,192.168.0.156
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.3
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.10
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.1
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.17
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.17
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.3
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.4
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.12
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.6
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.13
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.9
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.6
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.15
user_0,"data:image/png;base64,UEWDHBDQZASUDFGXCCCIADRLWVCWXQBBMSUBUHYMWKLBPPOVYZ",32,2,8,fr-FR,MacIntel,1920x1080,America/New_York,1,webgl_641,192.168.0.244
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.18
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.5
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.12
user_1,"data:image/png;base64,LCPPZPDGGJXESTMLBVGJPGTEUMUSKQTCHYZMRHUHOWEKZCEYCC",32,2,2,en-GB,Win32,3440x1440,Europe/London,1,webgl_206,192.168.0.73
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.2
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.18
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.3
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.5
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.3
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.15
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.11
user_4,"data:image/png;base64,RMIKLQUMWUKYUWEDGXZFBZPIBYKSENSAXNGWRADXMZPQNXCOTN",16,16,12,en-GB,Win32,3440x1440,Asia/Tokyo,0,webgl_557,192.168.0.121
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.10
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.2
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.20
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.4
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.3
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.16
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.4
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.7
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.5
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.16
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.15
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.6
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.16
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.19
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.8
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.7
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.7
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.6
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.5
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.20
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.14
user_0,"data:image/png;base64,AGPSMHGTJVAYNFLDWVRIDVCHZNEGFODIDRXRPTKYYHIOEJQZXE",16,2,16,fr-FR,Win32,3440x1440,Europe/London,0,webgl_890,192.168.0.39
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.12
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.14
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.10
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.15
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.9
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.5
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.14
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.13
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.10
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.11
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.18
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.2
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.8
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.17
user_0,"data:image/png;base64,BXQKEZJKTHDRIMOPQSOVCPTLPYNVDLTGDTEFEDRKMKXPQTPMXA",16,2,8,en-GB,MacIntel,2560x1440,Asia/Tokyo,0,webgl_407,192.168.0.49
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.6
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.7
user_0,"data:image/png;base64,5112b1dd15ab911a1c57cd62e181aa91af8977366438bf75e6f480d5f3486dd7",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_0,192.168.0.10
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.11
user_4,"data:image/png;base64,2c79a2ec4e622735bedb81e7a537d26e1a429c30c1036f4d1992ed15717558e4",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_4,192.168.0.12
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.10
user_3,"data:image/png;base64,2821428b031d6825e015cc4d4ef149f85cd91634a11ad20041fe894b0d9a099e",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_3,192.168.0.17
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.11
user_2,"data:image/png;base64,2d906569dfba63b6a94e056e2f5ea5989b274cff5e692c65ac4f2a61c2d47263",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_2,192.168.0.7
user_1,"data:image/png;base64,64728c179075ad018dfca182eeaf832c25a9ba101c588f95c4be84d4f7566e64",24,8,8,en-GB,MacIntel,3440x1440,Europe/London,0,webgl_user_1,192.168.0.3
