colorDepth,deviceMemory,hardwareConcurrency,touchSupport,language_en-GB,language_en-US,language_fr-FR,platform_Linux x86_64,platform_MacIntel,platform_Win32,screenResolution_1920x1080,screenResolution_2560x1440,screenResolution_3440x1440,timezone_America/New_York,timezone_Asia/Tokyo,timezone_Europe/London,user_id
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_1
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_0
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_0
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_3
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_0
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_1
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_3
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_0
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_0
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_0
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_0
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_2
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_2
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_0
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_3
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,user_2
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_1
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_1
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_3
0.5,0.42857142857142855,0.14285714285714285,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,user_1
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_2
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_1
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_1
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_1
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_2
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_3
0.0,0.14285714285714285,0.14285714285714285,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,user_3
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_0
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_3
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_0
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_3
1.0,0.42857142857142855,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_2
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_2
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_1
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_0
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_0
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_1
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_2
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_1
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_4
0.5,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,user_2
